,Player,Team,Pos.,Positional Value,Overall Value,Current APY,Value Over APY,Injury-Adjusted Value,Injury-Adjusted APY,Injury-Adjusted Value Over APY,2020 Cash Due,Value Over Cash
1696,Anthony Pittman,Lions,43OLB,"$471,000","$518,000","$502,500","$15,500","$471,000","$502,500","($31,500)","$610,000","($92,000)"
1697,Chris Peace,Giants,34OLB,"$455,000","$510,000","$585,000","($75,000)","$477,550","$438,750","$38,800","$675,000","($165,000)"
1698,Jason Moore,Chargers,WR,"$271,000","$506,000","$585,000","($79,000)","$271,000","$585,000","($314,000)","$675,000","($169,000)"
1699,Quincy Wilson,Colts,CB,"$430,000","$504,000","$1,441,566","($937,566)","$568,917","$1,171,272","($602,355)","$1,251,309","($747,309)"
1700,Damien Harris,Patriots,RB,"$489,000","$502,000","$907,784","($405,784)","$531,688","$794,311","($262,623)","$675,000","($173,000)"
1701,Ricky Ortiz,Saints,FB,"$474,000","$500,000","$577,500","($77,500)","$474,000","$577,500","($103,500)","$675,000","($175,000)"
1702,Chukwuma Okorafor,Steelers,LT,"$497,000","$500,000","$851,841","($351,841)","$497,000","$851,841","($354,841)","$750,000","($250,000)"
1703,Kareem Martin,Giants,34OLB,"$488,000","$491,000","$5,000,000","($4,509,000)","$874,100","$1,562,500","($688,400)",Free Agent,
1704,Josh Oliver,Jaguars,TE,"$483,000","$483,000","$1,062,711","($579,711)","$2,093,625","$265,678","$1,827,947","$688,220","($205,220)"
1705,Kentavius Street,49ers,43DE,"$479,000","$482,000","$767,550","($285,550)","$868,188","$143,916","$724,272","$675,000","($193,000)"
1706,Deon Cain,Steelers,WR,"$481,000","$481,000","$540,000","($59,000)","$481,000","$540,000","($59,000)","$675,000","($194,000)"
1707,Eric Saubert,Bears,TE,"$422,000","$480,000","$694,000","($214,000)","$422,000","$694,000","($272,000)","$825,000","($345,000)"
1708,Ross Travis,Jets,TE,"$480,000","$480,000","$690,000","($210,000)","$480,000","$690,000","($210,000)","$825,000","($345,000)"
1709,Jeremiah Valoaga,Raiders,43DE,"$476,000","$479,000","$570,000","($91,000)","$476,000","$570,000","($94,000)","$750,000","($271,000)"
1710,Robert McCray,Browns,43DE,"$474,000","$479,000","$502,500","($23,500)","$474,000","$502,500","($28,500)","$610,000","($131,000)"
1711,Jonathan Wynn,Lions,43DE,"$463,000","$476,000","$502,500","($26,500)","$463,000","$502,500","($39,500)","$610,000","($134,000)"
1712,Sean Culkin,Chargers,TE,"$383,000","$473,000","$559,000","($86,000)","$1,502,450","$139,750","$1,362,700",Free Agent,
1713,Jason Cabinda,Lions,ILB,$0,"$472,000","$615,000","($143,000)",$0,"$615,000","($615,000)","$750,000","($278,000)"
1714,Isaiah Prince,Bengals,RT,"$443,000","$472,000","$667,580","($195,580)","$443,000","$667,580","($224,580)","$675,000","($203,000)"
1715,L.J. Collier,Seahawks,43DE,"$468,000","$471,000","$2,709,020","($2,238,020)","$492,903","$2,539,706","($2,046,803)","$987,549","($516,549)"
1716,Montravius Adams,Packers,34DE,$0,"$470,000","$815,419","($345,419)","$20,607","$713,492","($692,885)","$840,000","($370,000)"
1717,Keelan Doss,Raiders,WR,"$467,000","$470,000","$795,000","($325,000)","$467,000","$795,000","($328,000)","$675,000","($205,000)"
1718,N'Keal Harry,Patriots,WR,"$427,000","$464,000","$2,524,587","($2,060,587)","$1,621,786","$1,262,294","$359,492","$954,016","($490,016)"
1719,Chris Lacy,Lions,WR,"$258,000","$456,000","$540,000","($84,000)","$258,000","$540,000","($282,000)","$675,000","($219,000)"
1720,Paul Worrilow,Jets,ILB,$0,"$454,000","$805,000","($351,000)",$0,"$603,750","($603,750)",Free Agent,
1721,James Crawford,Dolphins,ILB,"$335,000","$454,000","$570,000","($116,000)","$555,188","$106,875","$448,313","$750,000","($296,000)"
1722,Rod Smith,Raiders,RB,$0,"$449,000","$805,000","($356,000)",$0,"$754,688","($754,688)","$910,000","($461,000)"
1723,Nick Folk,Patriots,K,"$446,000","$446,000","$1,030,000","($584,000)","$446,000","$1,030,000","($584,000)",Free Agent,
1724,Corey Liuget,Bills,34DE,"$413,000","$439,000","$930,000","($491,000)","$745,775","$697,500","$48,275",Free Agent,
1725,Phillip Gaines,Texans,CB,"$314,000","$430,000","$805,000","($375,000)","$1,024,250","$352,188","$672,062","$1,047,500","($617,500)"
1726,Garrett Celek,49ers,TE,"$269,000","$427,000","$2,500,000","($2,073,000)","$716,150","$625,000","$91,150",Free Agent,
1727,Codey McElroy,Buccaneers,TE,"$410,000","$426,000","$502,500","($76,500)","$410,000","$502,500","($92,500)","$610,000","($184,000)"
1728,Jace Sternberger,Packers,TE,"$296,000","$420,000","$966,382","($546,382)","$519,167","$483,191","$35,976","$705,000","($285,000)"
1729,Chad Beebe,Vikings,WR,"$372,000","$419,000","$570,000","($151,000)","$1,687,979","$106,875","$1,581,104","$750,000","($331,000)"
1730,Marcell Ateman,Raiders,WR,"$365,000","$418,000","$615,000","($197,000)","$365,000","$615,000","($250,000)","$750,000","($332,000)"
1731,Rico Gafford,Raiders,CB,"$413,000","$418,000","$540,000","($122,000)","$413,000","$540,000","($127,000)","$675,000","($257,000)"
1732,Luke Gifford,Cowboys,43OLB,$0,"$414,000","$586,667","($172,667)",$0,"$366,667","($366,667)","$675,000","($261,000)"
1733,Trenton Cannon,Jets,RB,$0,"$412,000","$649,807","($237,807)",$0,"$162,452","($162,452)","$750,000","($338,000)"
1734,Ken Webster,Dolphins,CB,"$349,000","$410,000","$648,644","($238,644)","$1,138,523","$364,862","$773,661","$675,000","($265,000)"
1735,Blake Countess,Jets,S,$0,"$408,000","$1,025,000","($617,000)",$0,"$1,025,000","($1,025,000)",Free Agent,
1736,Greg Gaines,Rams,34DE,"$376,000","$405,000","$786,653","($381,653)","$376,000","$786,653","($410,653)","$675,000","($270,000)"
1737,R.J. McIntosh,Giants,34DE,"$327,000","$401,000","$695,367","($294,367)","$327,000","$695,367","($368,367)","$750,000","($349,000)"
1738,Domata Peko,Ravens,34DT,"$368,000","$400,000","$1,700,000","($1,300,000)","$368,000","$1,700,000","($1,332,000)",Free Agent,
1739,Austin Larkin,Falcons,43DE,"$323,000","$389,000","$540,000","($151,000)","$323,000","$540,000","($217,000)","$675,000","($286,000)"
1740,Jalen Mills,Eagles,CB,"$359,000","$375,000","$604,214","($229,214)","$3,095,757","$339,870","$2,755,887","$4,000,000","($3,625,000)"
1741,Damion Willis,Bengals,WR,"$265,000","$368,000","$540,000","($172,000)","$265,000","$540,000","($275,000)","$675,000","($307,000)"
1742,Riley Ridley,Bears,WR,"$341,000","$357,000","$800,649","($443,649)","$341,000","$800,649","($459,649)","$675,000","($318,000)"
1743,Abdullah Anderson,Bears,34DT,"$315,000","$357,000","$540,000","($183,000)","$315,000","$540,000","($225,000)","$675,000","($318,000)"
1744,Greg Joseph,Titans,K,"$356,000","$356,000","$610,000","($254,000)","$356,000","$610,000","($254,000)","$675,000","($319,000)"
1745,Matt Bosher,Falcons,P,"$354,000","$354,000","$2,900,000","($2,546,000)","$1,087,824","$543,750","$544,074",Free Agent,
1746,Rashard Higgins,Browns,WR,"$314,000","$351,000","$2,025,000","($1,674,000)","$555,625","$1,518,750","($963,125)","$910,000","($559,000)"
1747,Daniel McCullers,Steelers,34DT,"$186,000","$347,000","$1,375,000","($1,028,000)","$186,000","$1,375,000","($1,189,000)","$1,500,000","($1,153,000)"
1748,Kahzin Daniels,Buccaneers,43DE,"$323,000","$344,000","$540,000","($196,000)","$323,000","$540,000","($217,000)","$675,000","($331,000)"
1749,Tyrone Swoopes,Seahawks,TE,"$307,000","$344,000","$495,000","($151,000)","$307,000","$495,000","($188,000)",Free Agent,
1750,Jordan Thomas,Texans,TE,"$334,000","$342,000","$644,602","($302,602)","$334,000","$644,602","($310,602)","$750,000","($408,000)"
1751,Jamal Davis,Dolphins,34DE,"$326,000","$337,000","$540,000","($203,000)","$326,000","$540,000","($214,000)","$675,000","($338,000)"
1752,Christopher Herndon IV,Jets,TE,"$331,000","$331,000","$792,842","($461,842)","$1,319,875","$346,868","$973,007","$750,000","($419,000)"
1753,Da'Mari Scott,Giants,WR,"$243,000","$330,000","$615,000","($285,000)","$243,000","$615,000","($372,000)","$750,000","($420,000)"
1754,Jerome Cunningham,Redskins,TE,"$269,000","$330,000","$645,000","($315,000)","$731,500","$241,875","$489,625",Free Agent,
1755,Zach Gentry,Steelers,TE,"$324,000","$329,000","$716,115","($387,115)","$324,000","$716,115","($392,115)","$675,000","($346,000)"
1756,Charles Jones,Jaguars,TE,"$302,000","$328,000","$585,000","($257,000)","$302,000","$585,000","($283,000)","$675,000","($347,000)"
1757,Jason Vander Laan,Saints,TE,"$271,000","$326,000","$136,000","$190,000","$364,750","$102,000","$262,750","$675,000","($349,000)"
1758,Brent Urban,Bears,34DE,"$180,000","$325,000","$805,000","($480,000)","$180,000","$805,000","($625,000)","$1,000,000","($675,000)"
1759,Parris Campbell,Colts,WR,"$266,000","$324,000","$1,193,984","($869,984)","$1,370,563","$522,368","$848,195","$712,088","($388,088)"
1760,Mason Schreck,Bengals,TE,"$273,000","$323,000","$615,000","($292,000)","$273,000","$615,000","($342,000)","$750,000","($427,000)"
1761,Alexander Hollins,Vikings,WR,"$290,000","$322,000","$540,000","($218,000)","$290,000","$540,000","($250,000)","$675,000","($353,000)"
1762,Nate Brooks,Dolphins,CB,"$284,000","$321,000","$540,000","($219,000)","$284,000","$540,000","($256,000)","$675,000","($354,000)"
1763,Dre Kirkpatrick,Bengals,CB,"$312,000","$312,000","$10,500,000","($10,188,000)","$3,446,643","$3,937,500","($490,857)",Free Agent,
1764,Bradley Sowell,Bears,TE,"$270,000","$310,000","$1,450,000","($1,140,000)","$270,000","$1,450,000","($1,180,000)",Free Agent,
1765,Cedrick Wilson Jr.,Cowboys,WR,"$246,000","$309,000","$540,000","($231,000)","$437,312","$438,750","($1,438)","$675,000","($366,000)"
1766,Cornell Armstrong,Texans,CB,"$200,000","$308,000","$615,000","($307,000)","$200,000","$615,000","($415,000)","$750,000","($442,000)"
1767,Richard Rodgers,Eagles,TE,"$273,000","$307,000","$805,000","($498,000)","$273,000","$805,000","($532,000)","$886,000","($579,000)"
1768,Garrett Dickerson,Giants,TE,"$271,000","$303,000","$615,000","($312,000)","$297,813","$538,125","($240,312)","$750,000","($447,000)"
1769,Dwayne Harris,Raiders,WR,"$191,000","$302,000","$1,600,000","($1,298,000)","$378,146","$300,000","$78,146",Free Agent,
1770,Mazzi Wilkins,Buccaneers,CB,"$150,000","$300,000","$540,000","($240,000)","$150,000","$540,000","($390,000)","$675,000","($375,000)"
1771,Akeem Spence,Jaguars,43DT,"$175,000","$299,000","$805,000","($506,000)","$175,000","$805,000","($630,000)",Free Agent,
1772,Parry Nickerson,Jaguars,CB,"$150,000","$298,000","$615,000","($317,000)","$150,000","$615,000","($465,000)","$750,000","($452,000)"
1773,Carson Meier,Falcons,TE,"$270,000","$291,000","$136,000","$155,000","$270,000","$136,000","$134,000","$610,000","($319,000)"
1774,Duke Shelley,Bears,CB,"$150,000","$290,000","$661,960","($371,960)","$150,000","$661,960","($511,960)","$675,000","($385,000)"
1775,Cody Hollister,Titans,WR,"$195,000","$290,000","$540,000","($250,000)","$195,000","$506,250","($311,250)","$675,000","($385,000)"
1776,John Atkins,Lions,43DT,"$266,000","$290,000","$540,000","($250,000)","$266,000","$540,000","($274,000)","$675,000","($385,000)"
1777,Russell Shepard,Giants,WR,"$194,000","$289,000","$1,500,000","($1,211,000)","$1,031,417","$281,250","$750,167",Free Agent,
1778,Khalen Saunders,Chiefs,43DT,"$277,000","$285,000","$918,295","($633,295)","$277,000","$918,295","($641,295)","$700,000","($415,000)"
1779,Malcolm Smith,Cowboys,43OLB,"$180,000","$283,000","$930,000","($647,000)","$180,000","$930,000","($750,000)",Free Agent,
1780,Sheldon Day,49ers,43DT,"$185,000","$280,000","$737,132","($457,132)","$185,000","$737,132","($552,132)","$1,750,000","($1,470,000)"
1781,Deontay Burnett,Eagles,WR,"$275,000","$275,000","$610,000","($335,000)","$275,000","$610,000","($335,000)","$675,000","($400,000)"
1782,Brandon Dillon,Vikings,TE,"$272,000","$272,000","$170,000","$102,000","$272,000","$170,000","$102,000","$610,000","($338,000)"
1783,Aaron Colvin,Redskins,CB,"$240,000","$269,000","$805,000","($536,000)","$240,000","$805,000","($565,000)","$1,047,500","($778,500)"
1784,Kyron Brown,Jets,CB,"$200,000","$263,000","$540,000","($277,000)","$321,813","$438,750","($116,937)","$425,000","($162,000)"
1785,C.J. Board,Jaguars,WR,"$245,000","$263,000","$540,000","($277,000)","$245,000","$540,000","($295,000)","$675,000","($412,000)"
1786,Donte Deayon,Rams,CB,"$150,000","$263,000","$645,000","($382,000)","$150,000","$645,000","($495,000)","$825,000","($562,000)"
1787,Ronald Darby,Eagles,CB,"$243,000","$261,000","$6,500,000","($6,239,000)","$767,766","$5,281,250","($4,513,484)","$3,000,000","($2,739,000)"
1788,Ishmael Hyman,Buccaneers,WR,"$261,000","$261,000","$136,000","$125,000","$261,000","$136,000","$125,000","$616,500","($355,500)"
1789,Darrius Shepherd,Packers,WR,"$174,000","$256,000","$136,000","$120,000","$185,792","$119,000","$66,792","$675,000","($419,000)"
1790,Steven Mitchell,Texans,WR,"$246,000","$249,000","$585,000","($336,000)","$246,000","$585,000","($339,000)","$675,000","($426,000)"
1791,Danny Johnson,Redskins,CB,"$200,000","$247,000","$573,333","($326,333)","$3,799,313","$71,667","$3,727,646","$750,000","($503,000)"
1792,Devin Funchess,Colts,WR,"$245,000","$245,000","$10,000,000","($9,755,000)","$3,255,313","$625,000","$2,630,313","$2,500,000","($2,255,000)"
1793,Rashard Davis,Titans,WR,"$231,000","$244,000","$535,000","($291,000)","$231,000","$535,000","($304,000)","$610,000","($366,000)"
1794,Kayvon Webster,Redskins,CB,"$172,000","$243,000","$875,000","($632,000)","$172,000","$875,000","($703,000)",Free Agent,
1795,Robert Davis,Eagles,WR,"$209,000","$243,000","$615,000","($372,000)","$209,000","$615,000","($406,000)","$750,000","($507,000)"
1796,Travis Fulgham,Lions,WR,"$174,000","$240,000","$540,000","($300,000)","$174,000","$540,000","($366,000)","$675,000","($435,000)"
1797,Taywan Taylor,Browns,WR,"$174,000","$235,000","$920,253","($685,253)","$174,000","$920,253","($746,253)","$896,500","($661,500)"
1798,Briean Boddy-Calhoun,Colts,S,"$200,000","$234,000","$720,000","($486,000)","$200,000","$720,000","($520,000)",Free Agent,
1799,Marqise Lee,Jaguars,WR,"$233,000","$233,000","$8,500,000","($8,267,000)","$719,667","$3,187,500","($2,467,833)","$1,047,500","($814,500)"
1800,Torry McTyer,Bengals,CB,"$150,000","$229,000","$645,000","($416,000)","$150,000","$645,000","($495,000)","$875,000","($646,000)"
1801,Jeff Smith,Jets,WR,"$211,000","$222,000","$540,000","($318,000)","$291,750","$472,500","($180,750)","$610,000","($388,000)"
1802,T.J. Green,Panthers,S,"$150,000","$221,000","$645,000","($424,000)","$150,000","$645,000","($495,000)","$825,000","($604,000)"
1803,Deante Burton,Cowboys,CB,"$150,000","$221,000","$615,000","($394,000)","$150,000","$615,000","($465,000)","$750,000","($529,000)"
1804,John Ursua,Seahawks,WR,"$219,000","$219,000","$650,668","($431,668)","$219,000","$650,668","($431,668)","$675,000","($456,000)"
1805,Linden Stephens,Dolphins,CB,"$150,000","$213,000","$540,000","($327,000)","$150,000","$540,000","($390,000)","$675,000","($462,000)"
1806,Alex Brown,Chiefs,CB,"$150,000","$213,000","$540,000","($327,000)","$150,000","$540,000","($390,000)","$675,000","($462,000)"
1807,Nate Meadors,Vikings,CB,"$150,000","$211,000","$535,000","($324,000)","$150,000","$535,000","($385,000)","$675,000","($464,000)"
1808,Dominique Rodgers-Cromartie,Redskins,CB,"$200,000","$208,000","$1,075,000","($867,000)","$1,333,125","$134,375","$1,198,750",Free Agent,
1809,Nick Nelson,Raiders,CB,"$150,000","$208,000","$615,000","($407,000)","$154,688","$576,563","($421,875)","$425,000","($217,000)"
1810,Shakial Taylor,Broncos,CB,"$200,000","$208,000","$495,000","($287,000)","$304,125","$464,063","($159,938)","$675,000","($467,000)"
1811,Travis Benjamin,Chargers,WR,"$208,000","$208,000","$4,000,000","($3,792,000)","$1,403,013","$1,250,000","$153,013","$1,050,000","($842,000)"
1812,Jalen Guyton,Chargers,WR,"$174,000","$203,000","$585,000","($382,000)","$174,000","$585,000","($411,000)","$675,000","($472,000)"
1813,Renell Wren,Bengals,43DT,"$81,000","$202,000","$800,649","($598,649)","$162,767","$650,527","($487,760)","$675,000","($473,000)"
1814,Christian Kirksey,Browns,43OLB,"$180,000","$201,000","$9,500,000","($9,299,000)","$2,015,459","$1,187,500","$827,959","$7,000,000","($6,799,000)"
1815,Jordan Matthews,49ers,WR,"$199,000","$199,000","$805,000","($606,000)","$199,000","$805,000","($606,000)",Free Agent,
1816,Alex Anzalone,Saints,43OLB,"$180,000","$198,000","$866,398","($668,398)","$1,256,541","$108,300","$1,148,241","$809,000","($611,000)"
1817,Greg Stroman,Redskins,CB,"$150,000","$197,000","$633,944","($436,944)","$290,625","$39,622","$251,003","$675,000","($478,000)"
1818,Austin Carr,Saints,WR,"$184,000","$195,000","$557,500","($362,500)","$1,024,938","$348,438","$676,500","$825,000","($630,000)"
1819,Kareem Orr,Titans,CB,"$150,000","$195,000","$136,000","$59,000","$150,000","$136,000","$14,000","$675,000","($480,000)"
1820,Chad Williams,Colts,WR,"$174,000","$195,000","$690,000","($495,000)","$174,000","$690,000","($516,000)","$825,000","($630,000)"
1821,Lil'Jordan Humphrey,Saints,WR,"$174,000","$192,000","$540,000","($348,000)","$174,000","$540,000","($366,000)","$675,000","($483,000)"
1822,Marcell Dareus,Jaguars,43DT,"$190,000","$190,000","$14,042,500","($13,852,500)","$2,061,979","$5,265,938","($3,203,959)",Free Agent,
1823,Ryan Grant,Packers,WR,"$187,000","$187,000","$805,000","($618,000)","$187,000","$805,000","($618,000)",Free Agent,
1824,Jaleel Scott,Ravens,WR,"$177,000","$182,000","$760,095","($578,095)","$177,000","$760,095","($583,095)","$675,000","($493,000)"
1825,Dee Delaney,Redskins,CB,"$150,000","$179,000","$577,500","($398,500)","$150,000","$577,500","($427,500)",Free Agent,
1826,Jason Verrett,49ers,RB,"$150,000","$176,000","$3,000,000","($2,824,000)","$303,125","$375,000","($71,875)","$1,047,500","($871,500)"
1827,Cyril Grayson,Buccaneers,WR,"$175,000","$175,000","$502,500","($327,500)","$175,000","$502,500","($327,500)","$610,000","($435,000)"
1828,Donovan Olumba,Cowboys,CB,"$150,000","$166,000","$535,000","($369,000)","$150,000","$535,000","($385,000)","$610,000","($444,000)"
1829,Kawann Short,Panthers,34DE,"$125,000","$162,000","$16,100,000","($15,938,000)","$3,714,541","$2,012,500","$1,702,041","$14,000,000","($13,838,000)"
1830,Quincy Enunwa,Jets,WR,"$156,000","$156,000","$9,000,000","($8,844,000)","$4,925,063","$562,500","$4,362,563","$6,000,000","($5,844,000)"
1831,Mark Fields,Vikings,CB,"$150,000","$155,000","$136,000","$19,000","$150,000","$136,000","$14,000","$610,000","($455,000)"
1832,Corey Clement,Eagles,RB,$0,"$150,000","$558,333","($408,333)",$0,"$139,583","($139,583)","$825,000","($675,000)"
1833,Stacy McGee,Panthers,34DE,"$124,000","$148,000","$805,000","($657,000)","$124,000","$805,000","($681,000)",Free Agent,
1834,Kevin Strong,Lions,43DT,"$89,000","$144,000","$587,000","($443,000)","$856,320","$330,188","$526,132","$675,000","($531,000)"
1835,Ryan Glasgow,Bengals,43DT,"$35,000","$143,000","$704,912","($561,912)","$907,575","$220,285","$687,290","$825,000","($682,000)"
1836,Dakota Allen,Jaguars,ILB,$0,"$142,000","$540,000","($398,000)",$0,"$540,000","($540,000)","$675,000","($533,000)"
1837,Albert Huggins,Eagles,43DT,"$112,000","$136,000","$340,000","($204,000)","$112,000","$340,000","($228,000)","$675,000","($539,000)"
1838,Antwaun Woods,Cowboys,43DT,"$122,000","$133,000","$525,000","($392,000)","$730,138","$328,125","$402,013","$750,000","($617,000)"
